"","acct_id","gas_dept_retail_card_hldr_cd","travel_ent_card_hldr_cd","credit_card_unk_type_hld_cd","prem_card_hldr_cd","upscale_dept_str_card_hldr_cd","veh_truck_owner_cd","veh_mtrcyc_owner_cd","veh_rv_owner_cd","ult_party_id.x","cust_postal_cd","adult_hh_num","len_of_resdnc_cd","income_est_hh_cd","est_hh_inc_cd_100pct_inc_cd","financial_pct_score","bank_card_hldr_cd","veh_known_owned_cd","psx_classic_clus_cd","psx_group_id","dist_to_client_ven_mi","dist_to_client_ven_km","e3_events_cnt","e3_tkt_qty_avg","e3_spend_total","e3_spend_per_event","e3_tkt_price_avg","e3_tkt_price_min","e3_tkt_price_max","e3_txpr_pctile","e3_dist_to_ven","e3_dist_to_ven_local","e3_spend_pe_m_concerts","e3_spend_pe_m_arts","e3_spend_pe_m_sports","e3_spend_pe_m_family","e3_spend_pe_m_misc","e3_sow_m_concerts","e3_sow_m_arts","e3_sow_m_sports","e3_sow_m_family","e3_sow_m_misc","e3_pref_tkt_qty_01_02","e3_pref_tkt_qty_03_04","e3_pref_tkt_qty_05_08","e3_pref_tkt_qty_09_plus","e3_pref_txpr_001_025","e3_pref_txpr_026_050","e3_pref_txpr_051_100","e3_pref_txpr_101_200","e3_pref_txpr_201_plus","e3_pref_txpr_pctile_00_25","e3_pref_txpr_pctile_25_49","e3_pref_txpr_pctile_50_74","e3_pref_txpr_pctile_75_89","e3_pref_txpr_pctile_90_100","e3_pref_purch_pd_presale","e3_pref_purch_pd_onsale","e3_pref_purch_pd_firstweek","e3_pref_purch_pd_inbetween","e3_pref_purch_pd_finalweek","e3_pref_channel_internet","e3_pref_channel_phone","e3_pref_channel_mobile","e3_pref_channel_box","e3_pref_channel_outlet","rfm_score","propn_score_minor_101","propn_score_minor_102","propn_score_minor_103","propn_score_minor_104","propn_score_minor_105","propn_score_minor_106","propn_score_minor_107","propn_score_minor_108","propn_score_minor_109","propn_score_minor_110","propn_score_minor_111","propn_score_minor_199","propn_score_minor_201","propn_score_minor_202","propn_score_minor_203","propn_score_minor_204","propn_score_minor_205","propn_score_minor_206","propn_score_minor_207","propn_score_minor_299","propn_score_minor_301","propn_score_minor_302","propn_score_minor_399","propn_score_minor_401","propn_score_minor_402","propn_score_minor_403","propn_score_minor_410","propn_score_minor_412","propn_score_minor_420","propn_score_minor_423","propn_score_minor_430","propn_score_minor_432","propn_score_minor_440","propn_score_minor_442","propn_score_minor_450","propn_score_minor_460","propn_score_minor_470","propn_score_minor_480","propn_score_minor_491","propn_score_minor_499","client_event_cnt","client_tkt","client_sp","client_pe_tkt_cnt","client_pe_sp","client_tkt_price","client_tkt_price_max","client_tkt_price_min","ult_party_id.y","behavior_score_05","behavior_score_06","behavior_score_07","behavior_score_09","behavior_score_10","behavior_score_11","behavior_score_12","behavior_score_13","behavior_score_22","behavior_score_23","behavior_score_24","personicx_group"
"11",6565700,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,296,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,77952081,405,422,504,510,348,497,492,363,426,784,359,"Earning"
"12",6957012,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,392,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,77952081,405,422,504,510,348,497,492,409,398,523,359,"Earning"
"13",2570561,1,0,1,0,1,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,347,422,504,510,348,497,492,409,426,784,359,"Earning"
"14",1496839,0,0,0,0,0,0,0,0,45441354,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,447,460,298,555,200,496,200,266,259,453,324,445,213,433,418,286,426,486,331,347,353,460,374,283,390,396,227,534,532,514,475,395,NA,NA,NA,NA,NA,NA,NA,NA,83152617,405,422,504,681,453,497,481,409,552,419,359,"Earning"
"15",6961671,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,77952081,405,422,504,510,348,497,492,409,426,784,359,"Earning"
"16",1598255,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,396,532,200,309,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,422,504,510,348,551,492,409,426,784,359,"Earning"
"17",2673028,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,45691688,405,651,504,510,348,592,492,409,440,784,359,"Earning"
"18",2642694,0,0,0,0,0,0,0,0,85358267,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,430,703,200,560,214,200,240,411,524,355,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,332,463,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,450,377,504,510,348,331,492,468,426,784,359,"Earning"
"19",2074737,1,0,1,0,1,0,0,0,77952081,23325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,474,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,422,504,510,348,497,492,409,426,413,359,"Earning"
"20",3488674,0,0,1,0,0,1,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,256,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,422,504,510,348,497,492,409,426,784,359,"Earning"
"21",3611035,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,463,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,422,504,510,348,497,492,409,426,784,359,"Earning"
"22",6877412,0,0,1,0,0,0,1,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,377,504,510,348,497,492,409,426,784,359,"Earning"
"23",6636319,1,0,1,0,1,1,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,200,286,592,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,77952081,395,422,504,510,348,497,492,409,426,784,359,"Earning"
"24",2505169,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,355,200,286,426,486,331,347,353,356,611,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,77952081,405,422,504,510,348,497,492,432,426,784,359,"Earning"
"25",3263002,0,0,1,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,355,418,286,563,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,422,504,510,348,497,481,409,426,784,359,"Earning"
"26",3211721,0,0,1,0,1,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,77952081,405,422,504,510,348,497,492,409,426,784,359,"Earning"
"27",3656319,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,368,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,449,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,45441354,405,422,504,704,348,497,492,409,426,784,359,"Earning"
"28",6728595,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,228,411,524,298,347,200,532,200,266,259,453,324,445,447,433,200,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,422,504,510,348,497,492,409,426,784,359,"Earning"
"29",6830773,0,0,1,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,77952081,405,652,504,510,348,592,478,409,426,784,359,"Earning"
"30",3198838,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,395,422,386,510,348,497,492,409,426,413,359,"Earning"
"31",1021559,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,298,347,200,532,465,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,422,504,510,348,497,492,500,426,523,359,"NA"
"32",1092544,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,228,411,453,298,347,200,496,200,266,259,453,324,445,447,433,418,286,426,486,449,347,505,356,458,283,480,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,495,422,504,510,348,451,478,409,426,784,359,"NA"
"33",1889690,0,0,0,0,0,0,0,0,77952081,50628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,430,703,200,560,214,200,240,411,524,239,347,200,532,200,266,259,453,324,445,447,433,418,286,426,486,331,347,353,356,374,283,390,396,227,534,532,200,200,395,NA,NA,NA,NA,NA,NA,NA,NA,84256711,405,422,504,510,348,497,492,409,426,784,359,"NA"
