ult_party_id|acct_id|cust_source_cd|la_id|behavior_score_05|behavior_score_06|behavior_score_07|behavior_score_09|behavior_score_10|behavior_score_11|behavior_score_12|behavior_score_13|behavior_score_22|behavior_score_23|behavior_score_24|dim_01_ind|dim_02_ind|dim_03_ind|dim_04_ind|dim_05_ind|dim_06_ind|dim_07_ind|dim_08_ind|dim_09_ind|dim_10_ind|dim_11_ind|dim_12_ind|dim_13_ind|dim_14_ind|dim_15_ind|dim_16_ind|dim_17_ind|dim_18_ind|dim_19_ind|dim_20_ind|dim_21_ind|dim_22_ind|dim_23_ind|dim_24_ind|dim_25_ind|dim_26_ind|dim_27_ind|dim_28_ind|dim_29_ind|dim_30_ind|dim_31_ind|dim_32_ind|dim_33_ind|dim_34_ind|dim_35_ind|dim_36_ind|dim_37_ind|dim_38_ind|dim_39_ind|dim_40_ind|dim_41_ind|dim_42_ind|dim_43_ind|dim_44_ind|dim_45_ind|dim_46_ind|dim_47_ind|dim_48_ind|dim_49_ind|dim_50_ind
80361951|6576565|Sample|PS07US01ZQT1Y6FP|490|464|482|484|461|443|494|506|482|506|453||||||||||||0|0|0|0|0|0|0|||0|0||||||||||||||||||||||||||||
82406119|6920642|Sample|PS07US02W11LGPS6|477|440|506|468|498|378|793|502|499|710|389|||||||||0||0|1|0|0|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
86378352|6579755|Sample|PS07US01RMVYZ2N4|434|368|455|412|497|681|785|790|618|698|561|0|1|0|||||||||0|0|1|0|0|1|1|1|1|0|0|0|1||||||||||||||||||||||||||
81966943|6545963|Sample|PS07US02294BBVFW|361|574|743|745|479|639|599|318|711|471|818|0|0|1|1|0|0|0||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
87195696|6654297|Sample|PS07US01NSV0G6SY|457|536|623|581|565|550|582|749|496|711|759|1|0|0|0|0|0|0||0||0|0|1|0|0|0|1|0|0|1|0|0|0|0||||||||||||||||||||||||||
89503394|6736989|Sample|PS07US01YH81YPZF|508|688|709|728|538|876|585|414|558|432|638|0|0|1|0|0|0|0||0||0|1|0|0|0|0|1|0|0|0|0|0|0|1||||||||||||||||||||||||||
85385859|6972207|Sample|PS07US01YH81YPZF|500|484|531|521|504|760|511|799|514|717|711|||||||||0||0|0|1|0|0|0|0|0|0|1|0|0|0|1||||||||||||||||||||||||||
81656988|6864146|Sample|PS07US02NCNKGRQX|364|349|596|829|470|295|571|402|710|397|533|0|1|0|0|0|0|0||0||0|0|0|1|0|0|1|0|0|0|1|0|0|0||||||||||||||||||||||||||
82358509|6784710|Sample|PS07US02NCNKGRQX|484|597|637|621|503|526|839|466|494|674|537|0|1|0||||||0||0|0|0|0|1|0|1|1|1|0|0|0|0|0||||||||||||||||||||||||||
81800107|6647036|Sample|PS07US02NCNKGRQX|298|200|493|412|394|201|829|397|295|726|200|0|1|0|0|0|0|0||1||0|1|0|0|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
76690130|7005656|Sample|PS07US02PDQFNZLH|783|370|413|361|446|462|493|808|449|808|395|1|0|0||||||||0|0|0|1|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||||
93719030|7036267|Sample|PS07US0201758V3L|463|643|731|730|803|627|600|387|489|448|600|0|1|0|1|0|0|0||||1|1|0|0|0|0|0|1|0|0|0|0|0|0||||||||||||||||||||||||||
95464687|6744369|Sample|PS07US01XCV0443L|585|775|759|755|572|688|588|459|616|708|747|0|1|0||||||0||1|0|0|0|1|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
94688763|6540963|Sample|PS07US01XCV0443L|294|256|431|395|283|449|510|385|591|461|496|0|0|1|0|0|0|0||0||0|0|1|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
85126483|6585079|Sample|PS07US01LB83J316|518|290|337|281|344|537|521|511|486|808|458|1|0|0||||||||1|0|1|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
83989488|7019995|Sample|PS07US02925586ND|518|290|337|281|344|537|521|511|486|808|458|1|0|0||||||||1|0|1|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
88964743|6822100|Sample|PS07US02925586ND|786|413|402|382|455|330|428|825|459|815|619|1|0|0||||||||0|0|0|1|0|0|0|1|0|1|0|0|0|||||||||||||||||||||||||||
89983473|6506560|Sample|PS07US02Q6JS0R28|490|263|283|217|232|413|451|552|448|479|368|1|0|0||||||0||0|||||||||||||||||||||||||||||||||||||||
92745725|6803336|Sample|PS07US02G74H9286|761|408|628|603|526|481|591|746|464|447|353|||||||||0||0|0|0|1|0|0|1|0|0|1|0|0|0|||||||||||||||||||||||||||
95178052|6861019|Sample|PS07US023TP83C2K|367|200|341|264|457|200|501|504|372|737|200|1|0|0|0|0|0|1||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
80487713|6781295|Sample|PS07US02CSCCVB6G|360|200|281|206|200|348|487|466|314|505|200|1|0|0||||||1|||||||||||||||||||||||||||||||||||||||||
90093360|6681785|Sample|PS07US020TPX3M4N|502|244|298|285|268|307|406|846|420|810|239|1|0|0|1|0|0|0||0||0|1|0|0|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
80116711|6636384|Sample|PS07US020TPX3M4N|613|752|720|702|630|893|849|803|789|698|903|1|0|0|1|0|0|0||0||1|0|1|1|0|1|1|1|1|1|0|0|0|1||||||||||||||||||||||||||
90568395|6760273|Sample|PS07US02666JHJWE|542|535|493|489|478|812|793|527|780|789|777|||||||||0|||1|0|0|0|0|0|1|1|0|0|0|0|1||||||||||||||||||||||||||
77939281|6737686|Sample|PS07US01FFCJXXX8|724|388|510|534|418|765|506|431|440|421|289|0|0|1|0|1|0|0||0||0|1|0|1|0|1|1|1|0|0|0|0|0|1||||||||||||||||||||||||||
76582526|6812616|Sample|PS07US02NQ2SLY2C|411|369|447|480|411|558|480|444|433|660|402|0|0|1|1|0|0|0||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
84527689|6779026|Sample|PS07US01N06RMCDH|530|273|315|254|318|729|446|848|488|502|342|1|0|0||||||0||1|0|0|0|1|0|1|0|0|1|0|0|0|1||||||||||||||||||||||||||
88523046|6799108|Sample|PS07US02LQXVLYF4|396|460|565|514|408|404|532|412|418|708|319|0|1|0|0|0|1|0||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
94577111|6663877|Sample|PS07US0196Z9DVVP|482|280|454|396|334|449|547|808|436|793|331|1|0|0||||||0||0|0|0|1|0|0|1|0|0|1|0|0|0|0||||||||||||||||||||||||||
87118341|7010564|Sample|PS07US0196Z9DVVP|443|637|686|679|503|609|585|389|744|467|846|0|1|0|0|0|0|0||||1|0|1|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
84824538|6692065|Sample|PS07US02BJJ5JEZS|473|305|390|354|484|353|471|532|447|473|309|1|0|0||||||0||0|||||||||||||||||||||||||||||||||||||||
87706929|6967152|Sample|PS07US0227SS54ZP|385|365|591|537|413|358|585|400|428|496|295|1|0|0|0|0|0|0||0||0|1|0|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
89658494|6885838|Sample|PS07US0227SS54ZP|790|792|617|558|702|814|848|765|809|771|791|1|0|0||||||0||0|1|1|1|1|1|1|1|1|1|1|0|1|1||||||||||||||||||||||||||
94348235|6791438|Sample|PS07US02KTP83D40|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
86888729|7038505|Sample|PS07US027D5X8VVJ|569|631|639|619|507|688|569|486|567|731|850|1|0|0||||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
86186203|6965457|Sample|PS07US02E1PKWX08|803|544|534|575|387|491|472|788|486|733|722|0|0|1|1|0|0|0||0||0|0|0|1|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||||
95160372|6505974|Sample|PS07US02S06FQ9LE|418|304|404|749|460|328|485|504|457|492|323|1|0|0||||||0||0|0|0|1|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
92089666|6554369|Sample|PS07US02194B89FJ|383|361|491|449|666|418|505|741|679|466|304|0|1|0||||||0||0|0|0|1|0|0|0|0|0|1|0|0|0|0||||||||||||||||||||||||||
84983859|6946983|Sample|PS07US01CZL3V9N2|321|213|372|281|424|200|459|775|695|467|200|0|1|0|0|0|0|0||0||0|0|1|0|0|0|0|0|0|1|1|0|0|0||||||||||||||||||||||||||
88722296|6635725|Sample|PS07US02YVXQ8F81|454|668|766|722|529|579|872|391|511|719|594|0|1|0|0|0|0|0||1||1|0|1|0|0|0|1|1|1|0|0|0|0|0||||||||||||||||||||||||||
85077310|6735073|Sample|PS07US02V0K7N70T|358|551|721|893|500|804|603|343|744|736|725|0|1|0|0|0|0|0||0||1|1|1|0|0|1|0|1|0|0|1|0|0|1||||||||||||||||||||||||||
92200814|6919241|Sample|PS07US02V0K7N70T|522|227|260|205|324|390|421|595|773|487|570|1|0|0||||||0||0|1|0|0|0|0|0|0|0|0|1|0|0|0||||||||||||||||||||||||||
79383531|6524322|Sample|PS07US02V0K7N70T|507|322|280|577|433|254|344|862|655|767|267|1|0|0|0|1|0|0||0|||1|0|1|0|1|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
93624679|6631826|Sample|PS07US022XS26DNT|433|616|651|694|505|699|553|405|489|397|599|0|0|1|1|0|0|0||0||0|||||||||||||||||||||||||||||||||||||||
75739844|6715398|Sample|PS07US02QH6W993H|430|249|413|355|451|276|497|502|412|467|248|1|0|0||||||0||0|||||||||||||||||||||||||||||||||||||||
93342881|7025983|Sample|PS07US02RM3V1VNR|480|351|438|422|421|401|496|802|781|497|360|1|0|0||||||0||0|0|0|1|0|0|0|0|0|1|1|0|0|0||||||||||||||||||||||||||
94929822|6820173|Sample|PS07US022JWLJ286|426|350|504|429|455|405|826|452|442|795|356|1|0|0||||||||0|1|0|0|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
78750233|6950045|Sample|PS07US02CMH2HQNF|444|548|703|693|560|547|633|418|453|410|512|1|0|0|1|0|0|0||0||0|||||||||||||||||||||||||||||||||||||||
88397695|6826114|Sample|PS07US02CMH2HQNF|479|546|646|616|520|468|576|772|514|456|483|0|1|0||||||0||0|1|0|0|0|0|0|0|0|1|0|0|0|0||||||||||||||||||||||||||
95386924|6557094|Sample|PS07US0186H244NY|495|541|549|569|498|472|800|470|522|445|481|0|0|1||||||0||0|0|1|0|0|0|0|0|1|0|0|0||||||||||||||||||||||||||||
76401949|6583667|Sample|PS07US02BY6W4NCL|345|342|537|812|598|297|525|747|579|440|251|1|0|0||||||||0|1|0|0|0|0|0|0|0|1|0|0|0|0||||||||||||||||||||||||||
91065596|6512098|Sample|PS07US02BY6W4NCL|504|443|580|543|507|522|573|490|481|461|466|1|0|0|0|0|0|0||0||0|||||||||||||||||||||||||||||||||||||||
90379245|6797981|Sample|PS07US01DTPJD2HK|406|447|617|570|584|398|574|426|450|720|389|1|0|0||||||0||0|1|1|0|0|1|1|1|0|0|0|0|0|0||||||||||||||||||||||||||
80327113|6693695|Sample|PS07US01Z36P8J58|405|490|628|593|532|410|576|735|620|721|378|1|0|0||||||||0|0|1|0|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
90375451|6939026|Sample|PS07US01Z36P8J58|506|684|747|748|518|692|625|412|555|469|654|0|0|1|0|0|0|1||0||1|||||||||||||||||||||||||||||||||||||||
84687689|6618493|Sample|PS07US01Z36P8J58|403|673|766|772|537|713|858|339|665|474|646|0|0|1|0|0|0|0||||1|0|1|0|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
76102469|7018019|Sample|PS07US01SEJXJLLW|392|441|652|621|628|387|854|409|682|469|372|0|1|0|0|0|0|0||1|||1|0|0|0|0|1|0|1|0|0|0|0|0||||||||||||||||||||||||||
86416928|6983658|Sample|PS07US02BCKQ8FN3|392|401|498|481|375|576|471|747|450|724|426|0|0|1|0|0|0|0||0||1|0|1|0|0|0|0|0|0|1|0|0|0|0||||||||||||||||||||||||||
82252482|6966551|Sample|PS07US02S0HPGVFT|479|669|612|621|456|729|509|417|558|514|692|0|0|1||||||0||1|0|1|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||||
88815099|6803919|Sample|PS07US02S0HPGVFT|394|237|393|370|467|278|489|475|372|704|200|1|0|0|1|0|0|0||1||0|0|1|1|0|1|1|1|0|0|0|0|0|0||||||||||||||||||||||||||
93444700|6687986|Sample|PS07US02S0HPGVFT|678|305|618|561|557|339|876|722|533|776|219|1|0|0|0|0|0|1||0||0|1|1|1|1|1|1|1|1|1|0|0|0|0||||||||||||||||||||||||||
80272170|6997724|Sample|PS07US01CZ2X7M4R|678|305|618|561|557|339|876|722|533|776|219|1|0|0|0|0|0|1||0||0|1|1|1|1|1|1|1|1|1|0|0|0|0||||||||||||||||||||||||||
78707151|6620480|Sample|PS07US02ZDLG26YZ|374|343|501|489|691|258|467|425|385|538|222|0|1|0|0|0|0|0||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
75213488|6780022|Sample|PS07US013QDD8WXL|435|485|636|607|595|457|581|430|460|458|702|1|0|0|1|0|0|0||0||0|1|0|0|0|0|1|1|0|0|0|0|0|0||||||||||||||||||||||||||
89445743|6556532|Sample|PS07US02P26FV6LE|543|566|857|584|538|426|512|497|560|487|495|0|1|0||||||0||0|1|0|0|0|0|0|0|0|0|0|1|0|0||||||||||||||||||||||||||
87837513|6534197|Sample|PS07US011R6PPXPH|539|429|413|396|423|436|452|829|683|429|414|0|1|0|1|0|0|0||0||0|1|0|0|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
85521521|6512877|Sample|PS07US011R6PPXPH|403|523|636|622|455|500|823|367|627|498|418|0|0|1|0|0|0|0||0||0|1|0|0|0|0|0|1|1|0|0|0|0|0||||||||||||||||||||||||||
93806904|7004021|Sample|PS07US011R6PPXPH|429|582|677|685|523|879|549|387|753|466|785|0|0|0|1|0|0|0||||0|0|1|0|0|0|0|0|0|0|0|0|0|1||||||||||||||||||||||||||
81026186|6605183|Sample|PS07US011R6PPXPH|569|738|688|698|430|718|543|448|611|710|709|0|0|1|1|0|0|0||0||1|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
80350414|6671819|Sample|PS07US01SWW72817|237|200|436|389|371|236|498|689|289|466|200|0|0|0|0|0|0|0||0||0|1|0|0|0|0|0|0|0|1|0|0|0|0||||||||||||||||||||||||||
86923189|6513891|Sample|PS07US01SWW72817|458|536|566|595|412|598|819|403|460|447|706|0|1|0|1|0|0|0||||0|0|1|0|0|0|1|0|1|0|0|0|0|0||||||||||||||||||||||||||
75747955|6519943|Sample|PS07US02S6Q2GZSP|356|290|394|337|484|224|468|488|428|516|509|1|0|0|0|0|0|0||0||0|0|1|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
79682852|6680318|Sample|PS07US01R31HPWN0|730|560|658|649|508|546|838|382|719|452|739|0|0|1||||||||1|1|0|1|0|1|0|1|1|0|0|0|0|0||||||||||||||||||||||||||
79238608|6961543|Sample|PS07US01C2TS5EJP|492|299|372|341|397|356|476|828|765|508|326|1|0|0||||||0||0|1|0|0|0|0|0|0|0|1|1|0|0|0||||||||||||||||||||||||||
92440048|6834810|Sample|PS07US02RKZYD33P|468|498|497|523|479|570|470|476|768|424|522|0|0|0||||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
75379962|6988149|Sample|PS07US02K08PHXJ3|377|289|432|436|368|386|509|443|363|404|241|0|0|1||||||0|||1|0|0|0|0|1|1|0|0|0|0|0|0||||||||||||||||||||||||||
77527238|6556120|Sample|PS07US01W583B2NF|797|410|553|508|463|496|837|795|720|476|436|1|0|0||||||0||0|0|0|1|0|0|1|1|1|1|0|0|0|0||||||||||||||||||||||||||
89830126|6744245|Sample|PS07US02B1LX8VNL|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
86452570|6795147|Sample|PS07US02JCP9GRST|536|457|516|442|405|531|825|518|772|504|813|1|0|0||||||0||1|0|0|1|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
75836418|6507887|Sample|PS07US02JCP9GRST|462|502|550|512|489|412|524|465|466|505|445|0|1|0|0|0|0|0||1||0|||||||||||||||||||||||||||||||||||||||
84182062|6768227|Sample|PS07US02C546JTFN|753|356|429|420|448|447|792|474|697|520|356|1|0|0||||||||0|1|0|1|0|1|0|1|1|0|0|0|0|0||||||||||||||||||||||||||
90018364|6524935|Sample|PS07US02C546JTFN|781|650|655|604|392|667|556|384|536|467|852|0|0|1|0|0|1|0||0||1|0|1|1|0|1|1|1|0|0|0|0|0|0||||||||||||||||||||||||||
85618552|6886178|Sample|PS07US01RYHKL4R9|781|650|655|604|392|667|556|384|536|467|852|0|0|1|0|0|1|0||0||1|0|1|1|0|1|1|1|0|0|0|0|0|0||||||||||||||||||||||||||
84000371|6597291|Sample|PS07US021V7KGBQX|408|251|352|279|423|282|458|501|408|761|237|1|0|0||||||||0|1|0|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
92666131|6641148|Sample|PS07US022MKYSKLV|796|375|470|441|410|536|522|799|463|458|657|1|0|0||||||0||0|1|0|0|0|0|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
88376854|7004012|Sample|PS07US01NS5H87SS|450|596|709|696|642|548|863|398|500|725|786|0|1|0|0|0|0|0||0||0|0|1|0|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
86669192|6830741|Sample|PS07US01NS5H87SS|340|238|457|404|461|270|507|434|377|450|200|0|1|0|1|0|0|0||1|||||||||||||||||||||||||||||||||||||||||
75417718|6668079|Sample|PS07US02CZKQ8FZ4|507|614|611|617|470|585|541|464|514|425|567|0|1|0|0|0|0|0||0||0|||||||||||||||||||||||||||||||||||||||
91099628|6668739|Sample|PS07US02Q55B0M28|397|396|516|470|502|632|524|440|446|466|558|1|0|0||||||||0|0|1|0|0|0|1|0|0|0|0|0|0|1||||||||||||||||||||||||||
84386703|6545221|Sample|PS07US02G28HYDDS|373|497|628|610|437|573|543|371|448|496|479|0|0|1||||||0||0|||||||||||||||||||||||||||||||||||||||
85654639|6669689|Sample|PS07US028NB7V70T|433|478|624|857|528|471|578|419|457|430|374|0|1|0|0|0|0|0||0||0|1|0|0|0|0|1|0|||0|0|0|0||||||||||||||||||||||||||
87170208|6811260|Sample|PS07US01TK3PT46L|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
78260248|6908556|Sample|PS07US02NXQXNC8H|499|608|689|701|826|523|580|754|525|694|522|0|1|0|0|0|0|0||0||0|0|0|1|1|1|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
95111708|6532347|Sample|PS07US01YEJ4K0M1|511|680|688|704|518|656|579|751|704|442|649|0|0|1|0|0|0|0||0||1|0|0|1|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
80093089|6771248|Sample||319|451|634|655|480|532|836|343|389|760|391|0|0|1|1|0|0|0||0||0|0|1|0|0|0|0|1|1|0|0|0|0|0||||||||||||||||||||||||||
78132800|6989853|Sample|PS07US02BMKYZK5V|863|672|545|586|575|591|465|841|810|472|843|1|0|0||||||0||1|0|0|1|0|0|0|1|0|1|0|0|0|||||||||||||||||||||||||||
90706035|6660011|Sample|PS07US023J6482PH|793|201|290|267|391|325|755|568|425|784|215|1|0|0||||||0||0|1|0|1|0|1|1|1|1|0|0|0|0|0||||||||||||||||||||||||||
91410216|6998902|Sample||459|299|338|329|468|344|476|821|716|798|378|1|0|0||||||||0|0|0|1|1|1|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
88421470|7029043|Sample|PS07US02G48WY5KD|368|620|774|745|538|484|619|333|439|472|453|0|1|0|0|0|0|0||0||0|0|1|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
77155966|6991440|Sample|PS07US02H4K44NCL|405|400|595|840|520|383|576|417|746|712|308|0|1|0|0|0|0|0||0||0|1|0|1|0|1|0|1|0|0|1|0|0|0||||||||||||||||||||||||||
81969800|6506216|Sample|PS07US028LEZ8W8L|405|650|729|743|504|644|612|675|708|756|573|0|0|1|0|0|0|0||0||0|0|1|1|0|1|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
75079083|6888420|Sample|PS07US02SBZS4ZJ7|419|512|627|606|432|472|561|381|713|557|444|0|0|1|0|0|0|0||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
76008292|6501106|Sample|PS07US01CF6QTF2E|821|598|559|581|747|888|802|782|779|756|847|0|1|0|0|0|0|0||0||0|1|1|1|0|1|1|1|1|1|0|0|1|1||||||||||||||||||||||||||
78524494|6551151|Sample|PS07US0193J34KRL|385|200|273|200|200|370|476|483|340|505|211|1|0|0||||||||0|1|0|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
92974537|7042471|Sample|PS07US015K22F3J6|359|202|323|323|447|257|464|485|383|544|233|1|0|0||||||1||0|||||||||||||||||||||||||||||||||||||||
90633275|6605211|Sample|PS07US015K22F3J6|364|328|499|485|582|687|578|774|563|492|352|1|0|0|0|0|0|1||0||0|1|0|1|0|1|0|1|0|1|0|0|0|1||||||||||||||||||||||||||
92506409|6658446|Sample|PS07US02C8ZYDZBB|554|626|556|592|527|666|458|500|616|446|638|0|0|1|1|0|0|0||0||0|||||||||||||||||||||||||||||||||||||||
80913401|6698373|Sample|PS07US01D802BVNC|519|359|377|362|414|385|739|545|453|852|346|1|0|0||||||||0|0|1|1|0|1|1|1|1|0|0|0|0|0||||||||||||||||||||||||||
93967047|6618702|Sample|PS07US024DS4N2ZP|479|369|473|478|480|466|531|482|433|473|375|1|0|0||||||0||0|||||||||||||||||||||||||||||||||||||||
83918554|6698353|Sample|PS07US024DS4N2ZP|539|604|604|593|770|497|815|500|714|445|788|0|1|0||||||0||0|1|0|0|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
93020729|6520864|Sample|PS07US0198GKQQ5X|535|609|650|620|562|527|566|484|806|443|812|0|1|0|1|0|0|0||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
85233504|6577565|Sample|PS07US01FESZQ2J6|422|299|468|413|431|344|526|475|403|805|295|1|0|0||||||||0|0|0|1|0|0|0|1|0|0|0|0|0|0||||||||||||||||||||||||||
90178996|6964805|Sample|PS07US02S5X7473T|599|600|510|493|436|565|771|548|850|462|596|0|1|0|1|0|0|0||0||1|1|0|0|0|0|0|1|1|0|1|0|0|0||||||||||||||||||||||||||
91652588|6651889|Sample|PS07US025B1KGZNX|524|610|602|860|691|624|530|763|553|767|595|0|0|1|0|0|0|0||0||1|0|0|1|0|0|1|0|0|1|0|0|0|0||||||||||||||||||||||||||
88410973|6982670|Sample|PS07US0112SKSJCP|422|618|739|743|498|703|606|680|496|482|624|0|0|1|1|0|0|0||0||1|1|0|0|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
87929996|6533139|Sample|PS07US01M0QC8128|343|246|431|364|721|279|796|438|387|731|207|1|0|0||||||||0|0|0|1|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
84557748|6993009|Sample|PS07US01PM8JZT1V|378|228|449|347|630|299|550|449|652|542|231|1|0|0|0|0|0|1||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
93030492|6804104|Sample|PS07US02XZJCJVY5|515|671|641|658|535|918|528|444|603|425|720|0|0|1||||||0||1|0|0|1|0|0|1|0|0|0|0|0|0|1||||||||||||||||||||||||||
86664531|6738118|Sample|PS07US02S9S072ZP|490|464|482|484|461|443|494|803|736|506|453||||||||||||1|0|0|0|0|1|0|0|1|0|0|0|0||||||||||||||||||||||||||
89595791|6999799|Sample|PS07US02J9QM4P28|421|284|446|429|421|320|480|493|390|468|223|||||||||0||0|||||||||||||||||||||||||||||||||||||||
