ult_party_id|acct_id|cust_source_cd|la_id|behavior_score_05|behavior_score_06|behavior_score_07|behavior_score_09|behavior_score_10|behavior_score_11|behavior_score_12|behavior_score_13|behavior_score_22|behavior_score_23|behavior_score_24|dim_01_ind|dim_02_ind|dim_03_ind|dim_04_ind|dim_05_ind|dim_06_ind|dim_07_ind|dim_08_ind|dim_09_ind|dim_10_ind|dim_11_ind|dim_12_ind|dim_13_ind|dim_14_ind|dim_15_ind|dim_16_ind|dim_17_ind|dim_18_ind|dim_19_ind|dim_20_ind|dim_21_ind|dim_22_ind|dim_23_ind|dim_24_ind|dim_25_ind|dim_26_ind|dim_27_ind|dim_28_ind|dim_29_ind|dim_30_ind|dim_31_ind|dim_32_ind|dim_33_ind|dim_34_ind|dim_35_ind|dim_36_ind|dim_37_ind|dim_38_ind|dim_39_ind|dim_40_ind|dim_41_ind|dim_42_ind|dim_43_ind|dim_44_ind|dim_45_ind|dim_46_ind|dim_47_ind|dim_48_ind|dim_49_ind|dim_50_ind
65419886|3789307|Sample|QS07US02QQF3VL61|561|670|646|648|552|574|818|494|728|764|616|0|1|0||||||0||0|1|0|0|0|0|0|1|1|0|0|0|0|0||||||||||||||||||||||||||
62585790|2734557|Sample|QS07US02ZQ43CEF5|492|431|453|433|454|365|462|811|492|743|385|0|1|0|0|0|0|0||0||0|1|0|0|0|0|0|0|0|1|0|0|0|0||||||||||||||||||||||||||
48047993|2858165|Sample|QS07US029ZJQJRVL|457|547|647|680|508|588|530|734|523|788|520|0|0|1|1|0|0|0||0||0|1|1|0|0|1|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
53879488|2697359|Sample|QS07US019QRHNFH3|540|459|512|473|484|539|531|810|692|467|516|1|0|0||||||0||0|1|0|0|0|0|1|0|0|1|0|0|0|0||||||||||||||||||||||||||
59757883|3202198|Sample|QS07US012D7CYT8E|521|484|492|510|471|464|498|523|801|744|482|||||||||0||0|0|0|0|1|0|1|1|0|0|1|0|0|0||||||||||||||||||||||||||
49383315|3031090|Sample|QS07US012D7CYT8E|521|484|492|510|471|464|498|523|801|744|482|||||||||0||0|0|0|0|1|0|1|1|0|0|1|0|0|0||||||||||||||||||||||||||
55031830|3653326|Sample|QS07US02NMWYHF1X|751|397|557|513|422|480|552|762|426|448|644|||||||||||0|0|0|1|0|0|0|0|0|1|0|0|0|||||||||||||||||||||||||||
51838984|2691928|Sample|QS07US02994FQJFF|799|534|510|525|491|532|502|789|513|495|765||||||||||||0|0|1|0|0|1|0|0|1|0|0|0|||||||||||||||||||||||||||
65114116|3919867|Sample|QS07US01DP1777SS|449|370|423|387|725|279|438|818|437|750|295|1|0|0||||||||0|0|1|0|1|1|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
49272907|3058823|Sample|QS07US01T5S84QLL|399|373|556|519|464|422|840|740|727|792|317|1|0|0||||||||0|1|0|0|0|0|0|1|1|1|1|0|0|0||||||||||||||||||||||||||
56048725|2646304|Sample|QS07US028BEXCBDX|477|444|503|529|457|375|457|488|423|715|326|0|1|0|0|0|0|0||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
53094357|3840503|Sample|QS07US022R7KC61X|696|393|564|574|795|435|501|718|764|733|612|0|0|1||||||0||0|0|0|1|0|0|0|1|0|1|1|0|0|0||||||||||||||||||||||||||
58525001|2887632|Sample|QS07US02LEZTDES4|540|690|716|704|569|616|585|459|725|429|658|0|1|0||||||0||1|0|1|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
59722426|3532378|Sample|QS07US02LY8SY3BV|516|490|491|548|439|523|771|800|661|766|438|0|1|0|1|0|0|0||0||0|0|1|0|0|0|0|1|1|1|0|0|0|0||||||||||||||||||||||||||
58098222|3773217|Sample|QS07US01BF2G2J40|398|281|322|331|375|458|406|783|424|471|291|0|0|1||||||0||0|0|0|1|0|0|0|0|0|1|0|0||||||||||||||||||||||||||||
46106839|2881309|Sample|QS07US023JLKLVNM|887|831|710|735|596|788|543|515|670|456|952|0|1|0|1|0|0|0||0||0|1|1|0|1|1|0|1|0|0|0|0|0|0||||||||||||||||||||||||||
61068729|2746852|Sample|QS07US02GX14LXF8|320|282|569|546|438|298|581|357|623|723|200|0|0|1|0|0|0|0||0||0|1|0|0|0|0|0|1|0|0|0|0|0|0||||||||||||||||||||||||||
60763420|3323919|Sample|QS07US020Q5FGYC3|461|676|786|784|620|853|628|707|745|713|797|0|1|0|1|0|0|0||0||0|1|1|0|0|1|1|1|0|1|0|0|0|1||||||||||||||||||||||||||
47879175|2689960|Sample|QS07US02WEMPGJ8P|807|762|777|758|563|670|606|733|837|726|901|0|1|0||||||||1|1|0|1|0|1|1|1|0|1|1|0|1|0||||||||||||||||||||||||||
55246899|2515595|Sample|QS07US02CTPLGVN6|416|379|396|415|644|334|422|780|403|534|302|0|1|0|0|0|0|0||0||0|0|0|0|1|0|0|0|0|1|0|0|0|0||||||||||||||||||||||||||
46227335|2711269|Sample|QS07US029XMRDZK7|408|213|262|200|240|299|434|809|398|508|258|0|0|0||||||||0|0|0|1|0|0|0|1|0|1|0|0||||||||||||||||||||||||||||
50928884|2931688|Sample|QS07US011QDPHQ3E|355|200|348|311|423|311|776|469|356|721|428|1|0|0||||||1||0|0|1|0|0|0|1|1|1|0|0|0|0|0||||||||||||||||||||||||||
47953896|3636368|Sample|QS07US028HFDNBDX|488|666|782|794|639|579|634|406|510|674|569|0|1|0|1|0|0|0||0|||1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
61176295|3086928|Sample|QS07US01RBMK0W0Y|484|303|468|398|320|491|547|801|435|490|350|1|0|0||||||0||1|1|0|0|0|0|1|0|0|1|0|0|0|0||||||||||||||||||||||||||
59495265|3328382|Sample|QS07US013LLKMWQF|730|390|476|456|449|431|457|756|473|804|378|0|0|1||||||||0|0|0|1|0|0|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
56405822|3966474|Sample|QS07US02KF425EF2|412|861|761|907|513|546|869|366|774|470|758|0|1|0|0|0|0|0||1||1|1|1|0|0|1|1|1|1|0|1|0|0|0||||||||||||||||||||||||||
56221187|3242436|Sample|QS07US014RWQQTMQ|428|500|216|200|565|224|357|571|540|524|500|1|0|0||||||||0|1|1|0|0|1|1|1|0|0|1|0|0|0||||||||||||||||||||||||||
57154975|3355183|Sample|QS07US01L36G8XE7|465|318|343|284|275|453|479|804|437|762|405|1|0|0||||||||0|1|0|0|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
62363550|3973904|Sample|QS07US01Y6EQPCZ3|280|293|663|605|536|294|880|346|595|409|207|0|1|0||||||0||0|1|0|0|0|0|0|0|1|0|0|0|0|0||||||||||||||||||||||||||
46582619|3406640|Sample|QS07US01XCZ1EW7Q|461|270|340|272|349|423|474|505|452|748|322|1|0|0||||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
54196368|3525384|Sample|QS07US01FD87R5D0|418|415|523|492|509|393|517|768|614|780|362|||||||||||0|1|0|0|1|1|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
58425336|2552469|Sample|QS07US0136S5Y7QP|432|443|608|569|791|340|558|460|470|713|374|1|0|0||||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
48833521|2907539|Sample|QS07US01LKJKN70Y|351|429|533|457|373|482|531|732|578|691|386|0|0|1|0|0|0|0||0||1|1|0|0|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
50853875|3190663|Sample|QS07US01N42ZS841|493|535|644|604|504|513|854|455|520|473|528|1|0|0||||||0||0|1|0|0|0|0|1|0|1|0|0|0|0|0||||||||||||||||||||||||||
49955857|3395337|Sample|QS07US01CKQY8ZTL|517|616|569|869|513|669|786|469|798|692|632|0|0|1|1|0|0|0||0||0|1|1|0|0|1|1|1|1|0|0|0|0|0||||||||||||||||||||||||||
52508045|2606568|Sample|QS07US01DZ85H5SG|398|250|296|241|239|417|449|491|398|485|309|1|0|0||||||||0|1|0|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
54387065|3718659|Sample|QS07US02H83PZ9GM|532|553|527|525|573|497|509|516|718|465|550|1|0|0||||||0||0|0|0|1|0|0|0|0|||0|0|0|0||||||||||||||||||||||||||
62404692|3114301|Sample|QS07US02LLJPV570|559|508|421|442|407|445|420|841|510|770|480|||||||||0||0|1|0|0|0|0|0|0|0|1|0|0|0|0||||||||||||||||||||||||||
63039092|2815042|Sample|QS07US02X4W80ZC7|315|409|865|624|502|424|554|665|692|700|515|0|0|1|0|0|1|0||0||0|1|0|1|1|1|0|1|0|1|1|1|0|0||||||||||||||||||||||||||
49253482|3128388|Sample|QS07US01MVQBN2G8|769|531|585|595|438|872|809|436|757|772|833|0|0|1|1|0|0|0||0||1|1|1|1|0|1|0|1|1|0|0|0|0|1||||||||||||||||||||||||||
56449304|3904404|Sample|QS07US02MZN26KN4|473|302|391|360|405|680|477|525|455|491|313|1|0|0||||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|1||||||||||||||||||||||||||
46502032|2907076|Sample|QS07US02MZN26KN4|473|302|391|360|405|680|477|525|455|491|313|1|0|0||||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|1||||||||||||||||||||||||||
51393389|3598615|Sample|QS07US028H844X9L|487|457|586|573|401|512|558|455|718|457|414|0|1|0|0|0|0|0||0||0|0|0|1|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
49292588|3890100|Sample|QS07US01JR41HRF4|540|627|614|592|567|576|550|490|587|702|613|1|0|0||||||0||0|0|1|1|0|1|1|1|0|0|0|0|0|0||||||||||||||||||||||||||
47876854|3802025|Sample|QS07US02MN2PVQ6V|424|392|567|514|783|329|548|761|455|778|352|0|1|0|0|0|0|0||0||0|0|1|0|1|1|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
48855046|2941521|Sample|QS07US02MN2PVQ6V|424|392|567|514|783|329|548|761|455|778|352|0|1|0|0|0|0|0||0||0|0|1|0|1|1|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
53027469|2675176|Sample|QS07US020HQFNVED|380|467|608|624|593|531|830|724|721|691|760|0|0|1|0|0|0|0||||1|1|1|0|0|1|1|1|1|1|0|0|1|0||||||||||||||||||||||||||
65138397|2870020|Sample|QS07US02DEKQP739|442|537|673|668|480|540|597|732|421|737|443|0|1|0|1|0|0|0||1||0|0|1|1|0|1|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
54774296|3261666|Sample|QS07US01QWVG4KTM|419|200|279|252|374|250|397|540|369|744|200|1|0|0||||||||0|1|0|0|0|0|1|0|||0|0|0|0||||||||||||||||||||||||||
47569455|2782724|Sample|QS07US02FYJSJVVB|380|548|672|669|523|439|557|708|434|778|410|0|1|0|0|0|0|0||1||0|1|0|0|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
59440789|2709341|Sample|QS07US0204BKLK83|462|504|526|500|752|415|503|781|480|738|435|0|1|0||||||||0|1|0|1|0|1|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
51690854|2869006|Sample|QS07US0204BKLK83|462|504|526|500|752|415|503|781|480|738|435|0|1|0||||||||0|1|0|1|0|1|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
61585321|2511610|Sample|QS07US01QG574TYL|393|200|350|285|417|272|485|500|366|752|200|1|0|0||||||||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
59027087|3306920|Sample|QS07US02VKHW498L|381|390|832|521|790|375|830|749|735|430|324|0|1|0|0|0|0|0||0||0|1|0|1|0|1|1|1|1|1|1|1|0|0||||||||||||||||||||||||||
56686580|3181870|Sample|QS07US02P08SYKLY|711|356|547|524|428|700|820|404|724|714|595|0|1|0|1|0|0|0||||0|1|0|1|0|1|0|1|1|0|1|0|1|1||||||||||||||||||||||||||
63102668|3498987|Sample|QS07US01TM89Y33N|498|629|637|620|612|548|548|782|568|767|594|1|0|0|0|0|0|0||0||0|0|1|1|0|1|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
65229222|2722919|Sample|QS07US018KMHV5DH|416|434|603|533|485|407|848|426|754|751|380|1|0|0|0|0|0|0||||0|1|0|1|1|1|1|1|1|0|1|0|0|0||||||||||||||||||||||||||
48688552|3182379|Sample|QS07US01RL737BN0|442|282|343|296|224|754|474|804|434|786|352|1|0|0||||||0||0|0|0|1|0|0|1|0|0|1|0|0|0|1||||||||||||||||||||||||||
62524863|3143478|Sample|QS07US02E5WKCR2X|438|544|589|570|516|449|532|750|468|443|422|0|1|0||||||||0|0|0|1|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
48519802|3464646|Sample|QS07US015464XRNJ|493|341|364|346|441|420|434|554|417|527|353|1|0|0|||||||||||||||||||||||||||||||||||||||||||||||
61697480|2834552|Sample|QS07US017TQ7RYT8|445|309|405|367|458|392|797|502|595|769|604|1|0|0|||||||||1|1|0|0|1|1|1|1|0|0|0|0|0||||||||||||||||||||||||||
50200564|2843900|Sample|QS07US01Z9N33HNL|423|200|215|200|349|500|387|847|349|797|200|1|0|0||||||||0|1|0|0|1|1|0|1|0|1|0|0|0|1||||||||||||||||||||||||||
50747504|3628302|Sample|QS07US01CNL7X7YF|415|415|594|563|458|405|529|445|423|471|341|1|0|0|0|0|0|0||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
56288577|3114295|Sample|QS07US01GTPCCV58|405|351|491|440|738|267|809|475|755|746|555|1|0|0||||||||0|0|1|1|1|1|1|1|1|0|1|0|0|0||||||||||||||||||||||||||
61771283|3396122|Sample|QS07US01VTPWKDP2|382|318|463|424|542|347|521|458|400|405|594|1|0|0||||||0||0|1|0|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
65377596|3810407|Sample|QS07US02NQ6DWXR8|393|379|537|504|690|419|537|740|441|744|310|0|0|1|0|1|0|0||0||0|1|0|0|0|0|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
55721238|2734897|Sample|QS07US02930QK1DR|847|743|672|714|799|715|542|468|756|420|887|0|0|1|1|0|0|0||0||1|1|0|1|0|1|1|1|0|0|0|0|0|0||||||||||||||||||||||||||
56058797|3899144|Sample|QS07US02LFY7G9QN|416|325|495|386|264|539|583|434|390|483|421|0|0|0||||||||1|1|0|0|0|0|1|0|0|0|0|0|0|0||||||||||||||||||||||||||
59569814|3662560|Sample|QS07US01ZKKPHK5J|407|206|287|223|200|292|432|812|345|817|229|1|0|0||||||1||0|1|0|1|0|1|1|1|0|1|0|0|0|0||||||||||||||||||||||||||
64960554|2533603|Sample|QS07US02PTPD03PK|343|444|698|714|556|508|602|349|422|750|398|0|0|1|0|0|0|0||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||||||||||||||||||||||||||
56123733|3214073|Sample|QS07US02S1K8NX98|306|269|815|786|412|246|814|714|696|460|428|0|1|0|0|0|0|0||1||0|1|0|1|0|1|0|1|1|1|1|1|0|0||||||||||||||||||||||||||
63601710|3377764|Sample|QS07US02TJWE45JL|397|200|309|247|442|207|439|816|391|721|200|1|0|0||||||||0|0|0|0|1|0|1|0|0|1|0|0|0|0||||||||||||||||||||||||||
48943619|2812447|Sample|QS07US02TJWE45JL|397|200|309|247|442|207|439|816|391|721|200|1|0|0||||||||0|0|0|0|1|0|1|0|0|1|0|0|0|0||||||||||||||||||||||||||
53011875|2964195|Sample|QS07US01LPJ5J29D|434|331|476|410|721|406|533|781|433|749|346|1|0|0||||||0||0|1|1|1|1|1|0|1|0|1|0|0|0|0||||||||||||||||||||||||||
